Sex,Job,Age,Salary,Experience,Education,Direction,Awards,smoker,year_of_employment,company
Male,Data Scientist,32,87121,3,PhD,Management,8703,0,2020,EY
Male,Financial Analyst,19,60892,2,Masters,Operations,8462,0,2023,EY
Male,Software Engineer,59,155834,4,Masters,Engineering,7101,0,2021,Microsoft
Female,Warehouse Associate,41,82453,2,College,Operations,9564,0,2019,BCG
Female,Warehouse Associate,31,101154,5,PhD,Operations,10324,0,2022,Bain
Male,Software Engineer,36,86375,1,Masters,Operations,3368,1,2023,McKinsey
Male,Financial Analyst,64,96777,3,High School,Operations,7736,0,2023,Bain
Male,Manager,52,104526,2,High School,Operations,7253,0,2019,Microsoft
Female,IT,41,100014,3,High School,Operations,8621,0,2023,Capgemini
Male,Graphic Designer,44,107818,5,Masters,Engineering,5281,1,2022,EY
Female,Data Scientist,46,107476,3,College,Administration,6182,0,2020,Capgemini
Male,Warehouse Associate,22,58219,2,Masters,Engineering,9868,0,2019,Bain
Female,Financial Analyst,36,92622,3,Masters,Administration,8509,0,2023,IBM
Male,Warehouse Associate,36,108446,5,PhD,Engineering,9210,0,2021,BCG
Female,IT,62,126370,4,College,Sales,6032,0,2023,Accenture
Male,Manager,22,103156,2,College,Management,6277,0,2021,BCG
Female,Manager,45,144146,5,High School,Management,6340,0,2019,IBM
Male,Software Engineer,50,119522,1,PhD,Sales,4650,0,2020,PwC
Male,Warehouse Associate,45,84930,2,High School,Operations,6914,0,2023,BCG
Male,Sales Associate,28,85986,3,College,Management,8160,1,2020,Google
Male,Software Engineer,62,119069,3,High School,Management,2788,0,2020,Bain
Male,Software Engineer,43,101262,5,PhD,Management,7794,0,2019,IBM
Female,Warehouse Associate,25,80192,4,Masters,Engineering,8747,0,2022,Bain
Male,Data Scientist,65,128730,2,Masters,Sales,3247,1,2022,EY
Male,Graphic Designer,34,86766,3,Masters,Management,9841,1,2019,Capgemini
Female,IT,62,99369,2,College,Operations,6746,0,2019,Microsoft
Male,IT,39,93335,4,High School,Engineering,5243,1,2022,IBM
Male,Sales Associate,28,52290,1,PhD,Administration,9330,0,2021,McKinsey
Male,Financial Analyst,48,92347,1,High School,Operations,2724,1,2021,Google
Male,Warehouse Associate,48,68639,2,PhD,Management,9553,1,2020,McKinsey
Male,Warehouse Associate,23,81988,4,College,Management,7160,0,2023,Capgemini
Male,Data Scientist,28,82850,3,Masters,Sales,5794,1,2019,IBM
Male,Driver,37,70088,3,College,Engineering,8244,1,2021,Amazon
Female,Driver,62,88781,1,PhD,Engineering,6413,0,2022,Google
Female,Graphic Designer,45,75017,3,High School,Management,5576,0,2023,EY
Male,Warehouse Associate,53,128669,5,PhD,Engineering,6866,0,2022,PwC
Female,Marketing Associate,26,62866,1,College,Operations,5114,0,2023,Bain
Male,IT,43,67323,1,College,Management,4680,0,2020,Amazon
Male,Data Scientist,45,104290,3,Masters,Operations,3474,0,2023,Google
Female,Financial Analyst,24,80030,4,High School,Management,5481,1,2019,BCG
Female,Marketing Associate,56,95995,3,High School,Sales,4045,0,2020,Google
Female,IT,53,112169,2,High School,Administration,2763,0,2020,Bain
Female,Marketing Associate,53,66028,1,Masters,Operations,3745,0,2023,Microsoft
Female,Manager,57,145095,3,Masters,Operations,3889,1,2021,BCG
Female,Sales Associate,30,91566,4,High School,Administration,6996,0,2019,Deloitte
Female,Financial Analyst,47,63300,2,College,Operations,3655,0,2020,PwC
Female,Financial Analyst,43,117554,3,PhD,Management,8369,0,2021,Google
Male,Driver,49,118629,5,Masters,Administration,6740,0,2020,Deloitte
Female,Financial Analyst,49,67089,1,PhD,Engineering,3078,0,2019,Accenture
Female,Driver,22,60026,1,High School,Administration,4605,0,2023,EY
Male,Graphic Designer,50,84803,1,Masters,Management,5406,1,2021,Bain
Female,Financial Analyst,36,65750,2,College,Engineering,6177,0,2023,Google
Male,Sales Associate,49,91342,3,High School,Operations,4516,0,2023,Capgemini
Female,Graphic Designer,33,112976,5,High School,Engineering,9836,0,2023,PwC
Male,Warehouse Associate,58,133927,4,College,Sales,8278,0,2021,IBM
Female,Financial Analyst,43,113180,5,High School,Sales,9089,0,2021,IBM
Female,Sales Associate,18,64920,1,Masters,Engineering,4967,0,2020,Google
Female,Financial Analyst,50,94590,2,PhD,Operations,5327,0,2021,McKinsey
Female,Data Scientist,51,139141,5,PhD,Sales,4969,0,2021,Bain
Male,Manager,61,136836,1,College,Sales,4070,1,2019,EY
Male,Software Engineer,22,67913,1,College,Sales,4045,0,2021,EY
Male,Software Engineer,21,132823,5,PhD,Engineering,9625,0,2023,IBM
Male,Sales Associate,64,121589,2,PhD,Sales,5133,0,2021,IBM
Female,Data Scientist,33,73798,1,College,Sales,6224,0,2021,BCG
Male,Financial Analyst,50,115613,3,Masters,Operations,3881,0,2023,IBM
Male,Data Scientist,43,107640,4,PhD,Administration,3896,0,2019,Amazon
Female,Graphic Designer,48,103133,4,College,Administration,7793,0,2020,Google
Male,Sales Associate,19,75238,3,PhD,Management,5308,0,2019,PwC
Female,Marketing Associate,26,36585,1,High School,Management,4373,0,2021,Microsoft
Male,Manager,53,123114,1,College,Management,6946,0,2023,IBM
Female,IT,36,75518,3,PhD,Management,6711,0,2019,PwC
Male,Data Scientist,56,95798,2,Masters,Administration,2530,0,2022,EY
Female,Graphic Designer,49,95169,2,PhD,Engineering,7415,0,2022,Bain
Female,Financial Analyst,23,101534,5,College,Administration,6861,0,2023,Bain
Male,Driver,20,68175,2,High School,Sales,5698,0,2022,Deloitte
Female,Data Scientist,39,91099,3,PhD,Management,8306,0,2023,Microsoft
Male,Manager,23,90685,1,PhD,Administration,8816,0,2022,Accenture
Male,Financial Analyst,20,105601,4,PhD,Engineering,5943,1,2019,McKinsey
Female,Marketing Associate,64,107572,5,College,Administration,3107,0,2019,BCG
Female,Manager,55,135638,3,High School,Administration,2824,0,2019,Deloitte
Male,Data Scientist,32,103908,4,PhD,Sales,8109,1,2020,Google
Male,Sales Associate,23,85928,3,High School,Engineering,7229,0,2020,Microsoft
Female,Graphic Designer,52,66529,1,College,Administration,7067,0,2021,Accenture
Female,Graphic Designer,35,97768,5,High School,Engineering,7233,1,2022,BCG
Female,Warehouse Associate,62,102106,2,PhD,Engineering,5195,0,2020,Google
Male,Financial Analyst,44,119381,4,Masters,Administration,9345,0,2022,Google
Male,Manager,36,134450,3,Masters,Sales,5214,0,2021,EY
Male,Warehouse Associate,65,107479,2,High School,Operations,2051,0,2023,Bain
Female,Driver,21,92458,5,College,Engineering,6966,0,2021,Deloitte
Male,Software Engineer,40,120096,1,Masters,Sales,4690,1,2021,Deloitte
Female,Driver,60,113140,3,PhD,Sales,4079,0,2021,IBM
Male,Driver,57,68403,1,College,Management,6893,1,2020,Amazon
Male,Financial Analyst,24,83323,3,PhD,Sales,9329,1,2021,Amazon
Female,Graphic Designer,20,55569,4,Masters,Operations,5236,0,2022,Capgemini
Male,Driver,55,103328,2,College,Administration,4543,0,2021,BCG
Male,Driver,58,110157,4,College,Sales,4275,0,2022,PwC
Male,Graphic Designer,59,135512,4,PhD,Sales,3955,0,2020,Bain
Male,Data Scientist,31,75227,1,College,Operations,6027,0,2019,PwC
Male,Sales Associate,30,115165,5,Masters,Sales,8841,0,2022,EY
Male,Data Scientist,41,77839,5,College,Operations,4458,0,2019,McKinsey
Female,Data Scientist,61,97000,2,Masters,Management,7757,1,2021,EY
Female,Data Scientist,32,46693,1,PhD,Engineering,8457,0,2020,PwC
Female,Sales Associate,21,85398,5,College,Operations,7113,0,2022,PwC
Female,Marketing Associate,59,62738,1,College,Engineering,2656,0,2019,McKinsey
Male,Sales Associate,36,49553,1,High School,Management,5784,0,2023,Capgemini
Female,Data Scientist,45,113252,5,PhD,Management,10139,0,2022,EY
Female,Financial Analyst,45,122142,5,Masters,Administration,5435,0,2023,BCG
Male,Software Engineer,42,114029,3,College,Administration,6842,0,2023,Amazon
Female,Data Scientist,57,113274,3,Masters,Operations,6186,0,2023,Google
Female,Data Scientist,21,70643,3,PhD,Operations,10033,1,2022,IBM
Female,Financial Analyst,52,100070,2,High School,Engineering,7169,1,2021,Accenture
Male,Driver,54,110049,4,PhD,Administration,8928,1,2022,Accenture
Male,Graphic Designer,35,88566,3,PhD,Management,9469,0,2020,Accenture
Female,IT,54,96982,3,Masters,Administration,4750,0,2023,Accenture
Male,Graphic Designer,27,114680,5,College,Sales,8472,1,2023,Bain
Male,Data Scientist,57,106918,3,Masters,Sales,3180,0,2020,Google
Male,IT,64,98100,2,PhD,Management,7460,0,2021,Accenture
Female,Financial Analyst,54,114171,2,College,Sales,3768,0,2020,Google
Male,IT,55,91447,1,Masters,Operations,3196,0,2020,Microsoft
Female,IT,26,53956,2,College,Administration,9454,0,2023,BCG
Female,Graphic Designer,38,111041,4,High School,Administration,3727,0,2020,Accenture
Female,Manager,62,146008,3,Masters,Administration,6235,0,2019,BCG
Male,Data Scientist,49,93320,3,College,Administration,7236,0,2023,EY
Male,Driver,63,101716,2,High School,Sales,5881,0,2019,McKinsey
Male,Manager,59,176789,5,PhD,Sales,6773,0,2020,Google
Male,Financial Analyst,32,78132,3,Masters,Sales,8035,0,2020,Accenture
Male,Manager,53,121506,2,College,Sales,6122,1,2020,IBM
Male,Software Engineer,60,106045,3,High School,Administration,3079,0,2019,McKinsey
Female,Warehouse Associate,63,106158,2,High School,Sales,7654,0,2023,Capgemini
Male,Warehouse Associate,53,126256,4,College,Operations,3463,1,2023,Google
Male,Driver,27,89678,5,College,Engineering,7778,1,2023,Bain
Male,Software Engineer,42,121821,5,Masters,Engineering,6499,0,2022,IBM
Female,IT,28,41151,1,High School,Management,4296,0,2020,Deloitte
Female,Financial Analyst,36,119931,5,High School,Administration,8400,0,2022,Deloitte
Male,Software Engineer,30,83264,4,College,Administration,6251,0,2022,Deloitte
Female,Driver,24,91049,5,High School,Administration,10375,0,2023,Amazon
Male,Driver,53,100941,2,PhD,Sales,5992,0,2020,Google
Male,Data Scientist,22,50401,2,High School,Management,8590,0,2022,EY
Male,Sales Associate,63,136209,3,Masters,Engineering,3910,1,2021,PwC
Male,Software Engineer,35,110886,3,Masters,Management,6228,0,2020,PwC
Female,Warehouse Associate,19,64844,2,College,Sales,9042,0,2019,Accenture
Female,Financial Analyst,53,93696,1,High School,Management,5029,0,2019,IBM
Male,Graphic Designer,57,132873,4,Masters,Management,7266,0,2022,Amazon
Female,Sales Associate,47,84935,2,College,Engineering,6122,1,2020,Microsoft
Male,Manager,21,103107,3,High School,Engineering,9036,0,2019,Amazon
Female,Graphic Designer,34,99942,4,College,Management,5352,0,2023,EY
Male,Graphic Designer,30,36642,2,College,Operations,4388,0,2023,McKinsey
Female,Driver,45,76700,3,PhD,Management,7242,0,2022,McKinsey
Female,Warehouse Associate,57,86423,2,PhD,Administration,8058,1,2020,BCG
Female,Driver,21,89170,4,PhD,Management,6722,0,2020,Google
Female,Graphic Designer,63,81545,2,College,Administration,3418,1,2022,Bain
Female,Marketing Associate,49,102201,4,College,Sales,7640,1,2023,IBM
Female,Warehouse Associate,55,85453,3,PhD,Administration,5135,0,2022,Google
Male,Software Engineer,19,100305,4,Masters,Administration,9618,0,2023,BCG
Female,Driver,41,73801,1,Masters,Administration,8317,0,2020,Google
Male,Manager,23,103479,3,Masters,Sales,7850,1,2021,Amazon
Female,Sales Associate,24,76522,3,Masters,Management,6900,0,2020,Google
Male,Software Engineer,29,74316,1,High School,Engineering,8761,0,2023,McKinsey
Female,Graphic Designer,59,115344,4,College,Engineering,4827,0,2020,McKinsey
Male,IT,63,133472,5,Masters,Operations,8688,0,2023,Google
Female,Data Scientist,37,98010,2,Masters,Engineering,8210,0,2021,BCG
Female,Marketing Associate,64,85253,2,PhD,Administration,2777,0,2023,Deloitte
Female,Warehouse Associate,34,114479,5,PhD,Management,6700,0,2022,PwC
Female,Sales Associate,29,64754,3,High School,Management,7377,0,2019,PwC
Male,Software Engineer,65,134758,1,Masters,Sales,7500,1,2022,Deloitte
Female,Data Scientist,57,90713,1,PhD,Sales,6552,0,2023,Accenture
Female,Graphic Designer,18,42363,2,College,Operations,9938,1,2020,Bain
Female,Financial Analyst,47,146190,5,High School,Sales,8961,0,2020,PwC
Female,Data Scientist,53,102265,2,PhD,Operations,4760,0,2019,PwC
Female,Financial Analyst,41,91129,3,PhD,Operations,4825,0,2019,Capgemini
Male,Graphic Designer,54,100160,3,High School,Management,5562,0,2021,Bain
Male,Data Scientist,57,108977,2,Masters,Sales,3567,0,2020,McKinsey
Male,Sales Associate,35,103007,5,Masters,Management,10512,0,2019,Amazon
Female,Manager,34,106560,2,Masters,Management,7257,0,2022,Bain
Male,Marketing Associate,40,116834,5,PhD,Sales,5516,0,2023,Google
Female,IT,28,105598,5,PhD,Sales,5380,0,2023,EY
Female,IT,43,94354,4,Masters,Management,7052,0,2019,Bain
Male,Manager,20,107140,2,College,Sales,8199,0,2019,Google
Male,Graphic Designer,49,106887,4,College,Management,8347,0,2021,Capgemini
Female,Financial Analyst,39,76773,1,College,Operations,7278,0,2021,IBM
Male,Sales Associate,62,102593,2,Masters,Administration,1823,1,2019,Google
Female,IT,48,61081,1,High School,Management,6337,0,2019,Amazon
Male,Driver,41,95795,4,Masters,Administration,4898,0,2020,Deloitte
Male,Manager,63,130093,1,Masters,Operations,6416,0,2022,Google
Male,Manager,37,121151,1,Masters,Management,5934,0,2023,PwC
Male,Warehouse Associate,46,76517,1,PhD,Sales,8502,0,2021,Amazon
Male,Marketing Associate,26,77793,5,High School,Engineering,8700,0,2020,Microsoft
Male,Manager,36,115742,2,High School,Operations,3661,0,2022,EY
Female,Sales Associate,33,83034,3,High School,Engineering,8841,0,2020,BCG
Female,Marketing Associate,55,69928,2,College,Sales,4811,0,2022,McKinsey
Female,Warehouse Associate,19,90208,5,PhD,Administration,9268,0,2023,Microsoft
Female,IT,38,75932,2,High School,Sales,7003,1,2020,Accenture
Male,Data Scientist,18,55189,2,High School,Operations,9405,0,2020,Google
Male,Warehouse Associate,42,90000,3,PhD,Operations,4774,0,2022,IBM
Female,Driver,18,62759,3,College,Management,10124,0,2023,IBM
Male,Manager,55,152710,5,College,Management,6107,0,2023,Microsoft
Female,Data Scientist,53,84764,2,Masters,Engineering,4409,0,2020,PwC
Female,Driver,55,100433,2,PhD,Operations,5090,0,2022,Amazon
Female,Marketing Associate,41,73989,3,College,Sales,8780,0,2023,BCG
Male,Warehouse Associate,50,90612,1,Masters,Administration,5913,0,2022,Capgemini
Male,IT,28,64958,3,High School,Operations,7910,1,2023,McKinsey
Female,Sales Associate,33,87418,4,College,Engineering,6430,0,2021,EY
Female,Sales Associate,58,86795,3,College,Operations,3453,1,2020,BCG
Female,Marketing Associate,64,100316,5,College,Sales,6010,0,2023,PwC
Female,Marketing Associate,34,96061,5,High School,Sales,9093,0,2022,Deloitte
Male,Driver,53,111043,3,PhD,Administration,5838,0,2021,Capgemini
Male,Warehouse Associate,19,63928,2,High School,Sales,4998,0,2020,Accenture
Female,Warehouse Associate,48,111342,5,College,Management,10122,0,2019,Capgemini
Male,IT,57,109645,3,High School,Sales,5472,1,2020,Deloitte
Male,Software Engineer,26,61527,2,High School,Sales,6345,1,2022,Capgemini
Male,Manager,62,150467,3,PhD,Engineering,8100,0,2019,IBM
Male,Graphic Designer,20,99543,5,Masters,Engineering,6111,1,2022,Microsoft
Male,Sales Associate,58,118888,3,PhD,Administration,7438,0,2021,EY
Female,Marketing Associate,20,76286,4,Masters,Administration,9479,1,2023,Bain
Male,Manager,52,114943,2,High School,Operations,3438,0,2021,Accenture
Male,Marketing Associate,49,92797,4,High School,Administration,5405,0,2019,Accenture
Male,IT,52,93802,5,College,Administration,5404,0,2023,Accenture
Female,IT,37,56656,2,High School,Sales,5914,0,2021,IBM
Female,Graphic Designer,34,75316,3,PhD,Operations,5861,0,2023,Accenture
Male,Manager,31,80259,1,College,Operations,4791,1,2021,Capgemini
Male,Graphic Designer,55,79144,1,Masters,Engineering,8328,0,2022,BCG
Male,Financial Analyst,33,69878,1,Masters,Operations,8389,0,2023,EY
Male,Warehouse Associate,61,126375,4,PhD,Engineering,6630,0,2020,IBM
Male,Graphic Designer,63,105800,1,PhD,Engineering,7822,1,2019,EY
Male,Manager,37,100819,1,PhD,Operations,5390,0,2019,Accenture
Male,Software Engineer,64,120593,4,College,Sales,7573,0,2022,Microsoft
Male,Sales Associate,51,98499,2,High School,Management,6274,1,2023,Google
Male,Graphic Designer,55,75833,2,College,Sales,6942,1,2022,EY
Female,IT,46,98456,3,High School,Operations,7177,1,2022,PwC
Male,Software Engineer,31,88724,2,PhD,Sales,8949,1,2020,Deloitte
Female,Sales Associate,28,89570,3,PhD,Sales,7411,0,2019,PwC
Female,Software Engineer,28,103763,4,PhD,Engineering,8383,1,2023,McKinsey
Male,Financial Analyst,22,69320,2,PhD,Administration,6765,1,2021,Deloitte
Female,Driver,31,57070,2,Masters,Engineering,6615,0,2023,Capgemini
Female,Graphic Designer,20,67585,4,College,Sales,10541,0,2021,McKinsey
Male,Driver,44,83333,4,High School,Administration,7113,0,2021,Deloitte
Male,Graphic Designer,24,59399,2,College,Engineering,6692,1,2019,Google
